chrom	start	end	name	gencode_name	category	shared_both_cohorts	gene_type	strand	length_bp
chr17	31342007	31344135	NF1	NF1	DRIVER	True	protein_coding	+	2128
chr17	31346519	31353414	NF1	NF1	DRIVER	True	protein_coding	+	6895
chr17	31354803	31363364	NF1	NF1	DRIVER	True	protein_coding	+	8561
chr17	31366224	31368278	NF1	NF1	DRIVER	True	protein_coding	+	2054
chr17	31373012	31383116	NF1	NF1	DRIVER	True	protein_coding	+	10104
chr17	35542984	35550073	SLFN14	SLFN14	PASSENGER	False	protein_coding	-	7089
chr17	35551729	35555704	SLFN14	SLFN14	PASSENGER	False	protein_coding	-	3975
chr17	35556002	35561819	SLFN14	SLFN14	PASSENGER	False	protein_coding	-	5817
chr17	39460485	39464117	CDK12	CDK12	DRIVER	False	protein_coding	+	3632
chr17	39469878	39472763	CDK12	CDK12	DRIVER	False	protein_coding	+	2885
chr17	39489556	39491733	CDK12	CDK12	DRIVER	False	protein_coding	+	2177
chr17	39491750	39495694	CDK12	CDK12	DRIVER	False	protein_coding	+	3944
chr17	39500249	39502439	CDK12	CDK12	DRIVER	False	protein_coding	+	2190
chr17	39508704	39512630	CDK12	CDK12	DRIVER	False	protein_coding	+	3926
chr17	39514730	39518556	CDK12	CDK12	DRIVER	False	protein_coding	+	3826
chr17	39518955	39521087	CDK12	CDK12	DRIVER	False	protein_coding	+	2132
chr17	39523673	39527316	CDK12	CDK12	DRIVER	False	protein_coding	+	3643
chr17	39528881	39535544	CDK12	CDK12	DRIVER	False	protein_coding	+	6663
chr17	39542990	39545360	CDK12	CDK12	DRIVER	False	protein_coding	+	2370
chr17	39545616	39552142	CDK12	CDK12	DRIVER	False	protein_coding	+	6526
chr17	39555285	39558058	CDK12	CDK12	DRIVER	False	protein_coding	+	2773
chr17	39563759	39568559	CDK12	CDK12	DRIVER	False	protein_coding	+	4800
chr17	39686913	39689800	ERBB2	ERBB2	DRIVER	False	protein_coding	+	2887
chr17	39692260	39696181	ERBB2	ERBB2	DRIVER	False	protein_coding	+	3921
chr17	39698536	39701311	ERBB2	ERBB2	DRIVER	False	protein_coding	+	2775
chr17	39702193	39704428	ERBB2	ERBB2	DRIVER	False	protein_coding	+	2235
chr17	39705748	39714269	ERBB2	ERBB2	DRIVER	False	protein_coding	+	8521
chr17	39714285	39718657	ERBB2	ERBB2	DRIVER	False	protein_coding	+	4372
chr17	39718786	39721297	ERBB2	ERBB2	DRIVER	False	protein_coding	+	2511
chr17	39722318	39731426	ERBB2	ERBB2	DRIVER	False	protein_coding	+	9108
chr17	40387524	40393737	TOP2A	TOP2A	DRIVER	False	protein_coding	-	6213
chr17	40394448	40397465	TOP2A	TOP2A	DRIVER	False	protein_coding	-	3017
chr17	40397557	40409630	TOP2A	TOP2A	DRIVER	False	protein_coding	-	12073
chr17	40410108	40414625	TOP2A	TOP2A	DRIVER	False	protein_coding	-	4517
chr17	40415004	40418896	TOP2A	TOP2A	DRIVER	False	protein_coding	-	3892
chr17	42843579	42847214	AOC2	AOC2	PASSENGER	False	protein_coding	+	3635
chr17	42848085	42851707	AOC2	AOC2	PASSENGER	False	protein_coding	+	3622
chr17	43043294	43052117	BRCA1	BRCA1	DRIVER	True	protein_coding	-	8823
chr17	43056051	43058135	BRCA1	BRCA1	DRIVER	True	protein_coding	-	2084
chr17	43062332	43064951	BRCA1	BRCA1	DRIVER	True	protein_coding	-	2619
chr17	43066273	43068695	BRCA1	BRCA1	DRIVER	True	protein_coding	-	2422
chr17	43069343	43072238	BRCA1	BRCA1	DRIVER	True	protein_coding	-	2895
chr17	43073330	43077614	BRCA1	BRCA1	DRIVER	True	protein_coding	-	4284
chr17	43078333	43080399	BRCA1	BRCA1	DRIVER	True	protein_coding	-	2066
chr17	43081403	43083760	BRCA1	BRCA1	DRIVER	True	protein_coding	-	2357
chr17	43089943	43098586	BRCA1	BRCA1	DRIVER	True	protein_coding	-	8643
chr17	43098642	43100880	BRCA1	BRCA1	DRIVER	True	protein_coding	-	2238
chr17	43103121	43107533	BRCA1	BRCA1	DRIVER	True	protein_coding	-	4412
chr17	43109464	43116779	BRCA1	BRCA1	DRIVER	True	protein_coding	-	7315
chr17	43118120	43120265	BRCA1	BRCA1	DRIVER	True	protein_coding	-	2145
chr17	43120557	43126483	BRCA1	BRCA1	DRIVER	True	protein_coding	-	5926
chr17	43169125	43171245	BRCA1	BRCA1	DRIVER	True	protein_coding	-	2120
chr17	63522333	63525369	KCNH6	KCNH6	PASSENGER	False	protein_coding	+	3036
chr17	63529090	63531542	KCNH6	KCNH6	PASSENGER	False	protein_coding	+	2452
chr17	63532885	63539662	KCNH6	KCNH6	PASSENGER	False	protein_coding	+	6777
chr17	63541240	63547727	KCNH6	KCNH6	PASSENGER	False	protein_coding	+	6487
chr17	63547801	63549977	KCNH6	KCNH6	PASSENGER	False	protein_coding	+	2176
chr17	78422696	78430300	DNAH17	DNAH17	DRIVER	True	protein_coding	-	7604
chr17	78433028	78435220	DNAH17	DNAH17	DRIVER	True	protein_coding	-	2192
chr17	78436640	78442199	DNAH17	DNAH17	DRIVER	True	protein_coding	-	5559
chr17	78443603	78446680	DNAH17	DNAH17	DRIVER	True	protein_coding	-	3077
chr17	78448413	78456836	DNAH17	DNAH17	DRIVER	True	protein_coding	-	8423
chr17	78457468	78464077	DNAH17	DNAH17	DRIVER	True	protein_coding	-	6609
chr17	78465654	78469883	DNAH17	DNAH17	DRIVER	True	protein_coding	-	4229
chr17	78471661	78473774	DNAH17	DNAH17	DRIVER	True	protein_coding	-	2113
chr17	78474277	78477733	DNAH17	DNAH17	DRIVER	True	protein_coding	-	3456
chr17	78477876	78481786	DNAH17	DNAH17	DRIVER	True	protein_coding	-	3910
chr17	78483773	78487506	DNAH17	DNAH17	DRIVER	True	protein_coding	-	3733
chr17	78489698	78497032	DNAH17	DNAH17	DRIVER	True	protein_coding	-	7334
chr17	78498007	78504011	DNAH17	DNAH17	DRIVER	True	protein_coding	-	6004
chr17	78504292	78508805	DNAH17	DNAH17	DRIVER	True	protein_coding	-	4513
chr17	78509383	78511671	DNAH17	DNAH17	DRIVER	True	protein_coding	-	2288
chr17	78513773	78516022	DNAH17	DNAH17	DRIVER	True	protein_coding	-	2249
chr17	78524008	78527996	DNAH17	DNAH17	DRIVER	True	protein_coding	-	3988
chr17	78528471	78533736	DNAH17	DNAH17	DRIVER	True	protein_coding	-	5265
chr17	78536298	78538481	DNAH17	DNAH17	DRIVER	True	protein_coding	-	2183
chr17	78538736	78540880	DNAH17	DNAH17	DRIVER	True	protein_coding	-	2144
chr17	78542754	78544997	DNAH17	DNAH17	DRIVER	True	protein_coding	-	2243
chr17	78550534	78553805	DNAH17	DNAH17	DRIVER	True	protein_coding	-	3271
chr17	78557107	78559254	DNAH17	DNAH17	DRIVER	True	protein_coding	-	2147
chr17	78559739	78562980	DNAH17	DNAH17	DRIVER	True	protein_coding	-	3241
chr17	78565613	78576082	DNAH17	DNAH17	DRIVER	True	protein_coding	-	10469
chr17	78576294	78578396	DNAH17	DNAH17	DRIVER	True	protein_coding	-	2102
chr18	5391380	5402043	EPB41L3	EPB41L3	DRIVER	False	protein_coding	-	10663
chr18	5405764	5408736	EPB41L3	EPB41L3	DRIVER	False	protein_coding	-	2972
chr18	5409565	5411619	EPB41L3	EPB41L3	DRIVER	False	protein_coding	-	2054
chr18	5414817	5417378	EPB41L3	EPB41L3	DRIVER	False	protein_coding	-	2561
chr18	5418710	5421206	EPB41L3	EPB41L3	DRIVER	False	protein_coding	-	2496
chr18	5422377	5425359	EPB41L3	EPB41L3	DRIVER	False	protein_coding	-	2982
chr18	5427312	5432385	EPB41L3	EPB41L3	DRIVER	False	protein_coding	-	5073
chr18	5432468	5435121	EPB41L3	EPB41L3	DRIVER	False	protein_coding	-	2653
chr18	5437034	5439110	EPB41L3	EPB41L3	DRIVER	False	protein_coding	-	2076
chr18	5442837	5446244	EPB41L3	EPB41L3	DRIVER	False	protein_coding	-	3407
chr18	5465299	5467363	EPB41L3	EPB41L3	DRIVER	False	protein_coding	-	2064
chr18	5477240	5481123	EPB41L3	EPB41L3	DRIVER	False	protein_coding	-	3883
chr18	5487812	5490370	EPB41L3	EPB41L3	DRIVER	False	protein_coding	-	2558
chr18	5507164	5509278	EPB41L3	EPB41L3	DRIVER	False	protein_coding	-	2114
chr18	5517524	5519607	EPB41L3	EPB41L3	DRIVER	False	protein_coding	-	2083
chr18	5520257	5522423	EPB41L3	EPB41L3	DRIVER	False	protein_coding	-	2166
chr18	5527950	5529999	EPB41L3	EPB41L3	DRIVER	False	protein_coding	-	2049
chr18	5538620	5541556	EPB41L3	EPB41L3	DRIVER	False	protein_coding	-	2936
chr18	5542312	5545310	EPB41L3	EPB41L3	DRIVER	False	protein_coding	-	2998
chr18	5576329	5578648	EPB41L3	EPB41L3	DRIVER	False	protein_coding	-	2319
chr18	5611339	5615423	EPB41L3	EPB41L3	DRIVER	False	protein_coding	-	4084
chr18	5627921	5631700	EPB41L3	EPB41L3	DRIVER	False	protein_coding	-	3779
chr18	31375776	31377959	DSG4	DSG4	PASSENGER	False	protein_coding	+	2183
chr18	31384135	31393340	DSG4	DSG4	PASSENGER	False	protein_coding	+	9205
chr18	31398271	31402020	DSG4	DSG4	PASSENGER	False	protein_coding	+	3749
chr18	31402415	31404634	DSG4	DSG4	PASSENGER	False	protein_coding	+	2219
chr18	31405076	31407373	DSG4	DSG4	PASSENGER	False	protein_coding	+	2297
chr18	31408451	31415912	DSG4	DSG4	PASSENGER	False	protein_coding	+	7461
chr18	52339196	52341878	DCC	DCC	PASSENGER	False	protein_coding	+	2682
chr18	52751053	52755256	DCC	DCC	PASSENGER	False	protein_coding	+	4203
chr18	52755964	52760092	DCC	DCC	PASSENGER	False	protein_coding	+	4128
chr18	52808298	52810422	DCC	DCC	PASSENGER	False	protein_coding	+	2124
chr18	52815633	52819198	DCC	DCC	PASSENGER	False	protein_coding	+	3565
chr18	52891407	52893532	DCC	DCC	PASSENGER	False	protein_coding	+	2125
chr18	52905043	52907328	DCC	DCC	PASSENGER	False	protein_coding	+	2285
chr18	52922706	52926370	DCC	DCC	PASSENGER	False	protein_coding	+	3664
chr18	52930787	52932950	DCC	DCC	PASSENGER	False	protein_coding	+	2163
chr18	52933771	52935890	DCC	DCC	PASSENGER	False	protein_coding	+	2119
chr18	52939928	52942165	DCC	DCC	PASSENGER	False	protein_coding	+	2237
chr18	52964030	52966126	DCC	DCC	PASSENGER	False	protein_coding	+	2096
chr18	53062304	53064613	DCC	DCC	PASSENGER	False	protein_coding	+	2309
chr18	53065045	53067166	DCC	DCC	PASSENGER	False	protein_coding	+	2121
chr18	53156355	53158512	DCC	DCC	PASSENGER	False	protein_coding	+	2157
chr18	53177961	53180116	DCC	DCC	PASSENGER	False	protein_coding	+	2155
chr18	53204215	53206364	DCC	DCC	PASSENGER	False	protein_coding	+	2149
chr18	53206678	53208817	DCC	DCC	PASSENGER	False	protein_coding	+	2139
chr18	53214547	53216597	DCC	DCC	PASSENGER	False	protein_coding	+	2050
chr18	53304577	53306719	DCC	DCC	PASSENGER	False	protein_coding	+	2142
chr18	53321046	53323157	DCC	DCC	PASSENGER	False	protein_coding	+	2111
chr18	53338712	53340907	DCC	DCC	PASSENGER	False	protein_coding	+	2195
chr18	53385042	53387138	DCC	DCC	PASSENGER	False	protein_coding	+	2096
chr18	53390654	53392887	DCC	DCC	PASSENGER	False	protein_coding	+	2233
chr18	53396307	53398446	DCC	DCC	PASSENGER	False	protein_coding	+	2139
chr18	53401785	53403893	DCC	DCC	PASSENGER	False	protein_coding	+	2108
chr18	53409451	53411646	DCC	DCC	PASSENGER	False	protein_coding	+	2195
chr18	53415123	53417557	DCC	DCC	PASSENGER	False	protein_coding	+	2434
chr18	53434143	53436209	DCC	DCC	PASSENGER	False	protein_coding	+	2066
chr18	53449499	53451662	DCC	DCC	PASSENGER	False	protein_coding	+	2163
chr18	53458231	53460458	DCC	DCC	PASSENGER	False	protein_coding	+	2227
chr18	53466893	53469010	DCC	DCC	PASSENGER	False	protein_coding	+	2117
chr18	53485796	53487958	DCC	DCC	PASSENGER	False	protein_coding	+	2162
chr18	53498297	53500510	DCC	DCC	PASSENGER	False	protein_coding	+	2213
chr18	53525616	53527948	DCC	DCC	PASSENGER	False	protein_coding	+	2332
chr18	53529296	53536899	DCC	DCC	PASSENGER	False	protein_coding	+	7603
chr18	65749251	65752150	CDH7	CDH7	PASSENGER	False	protein_coding	+	2899
chr18	65761646	65764052	CDH7	CDH7	PASSENGER	False	protein_coding	+	2406
chr18	65802114	65804810	CDH7	CDH7	PASSENGER	False	protein_coding	+	2696
chr18	65808703	65810998	CDH7	CDH7	PASSENGER	False	protein_coding	+	2295
chr18	65813484	65815604	CDH7	CDH7	PASSENGER	False	protein_coding	+	2120
chr18	65821080	65823248	CDH7	CDH7	PASSENGER	False	protein_coding	+	2168
chr18	65823643	65825831	CDH7	CDH7	PASSENGER	False	protein_coding	+	2188
chr18	65842811	65845065	CDH7	CDH7	PASSENGER	False	protein_coding	+	2254
chr18	65856815	65860825	CDH7	CDH7	PASSENGER	False	protein_coding	+	4010
chr18	65861665	65865125	CDH7	CDH7	PASSENGER	False	protein_coding	+	3460
chr18	65879400	65891337	CDH7	CDH7	PASSENGER	False	protein_coding	+	11937
chr18	76821556	76825406	ZNF236	ZNF236	DRIVER	False	protein_coding	+	3850
chr18	76848198	76850668	ZNF236	ZNF236	DRIVER	False	protein_coding	+	2470
chr18	76850772	76852939	ZNF236	ZNF236	DRIVER	False	protein_coding	+	2167
chr18	76861185	76863289	ZNF236	ZNF236	DRIVER	False	protein_coding	+	2104
chr18	76867684	76869863	ZNF236	ZNF236	DRIVER	False	protein_coding	+	2179
chr18	76870700	76872825	ZNF236	ZNF236	DRIVER	False	protein_coding	+	2125
chr18	76874491	76876664	ZNF236	ZNF236	DRIVER	False	protein_coding	+	2173
chr18	76877008	76882512	ZNF236	ZNF236	DRIVER	False	protein_coding	+	5504
chr18	76894012	76896377	ZNF236	ZNF236	DRIVER	False	protein_coding	+	2365
chr18	76897091	76900222	ZNF236	ZNF236	DRIVER	False	protein_coding	+	3131
chr18	76903379	76906415	ZNF236	ZNF236	DRIVER	False	protein_coding	+	3036
chr18	76907319	76916859	ZNF236	ZNF236	DRIVER	False	protein_coding	+	9540
chr18	76918775	76921058	ZNF236	ZNF236	DRIVER	False	protein_coding	+	2283
chr18	76922070	76924174	ZNF236	ZNF236	DRIVER	False	protein_coding	+	2104
chr18	76924188	76929106	ZNF236	ZNF236	DRIVER	False	protein_coding	+	4918
chr18	76930066	76932228	ZNF236	ZNF236	DRIVER	False	protein_coding	+	2162
chr18	76934979	76938343	ZNF236	ZNF236	DRIVER	False	protein_coding	+	3364
chr18	76946520	76948652	ZNF236	ZNF236	DRIVER	False	protein_coding	+	2132
chr18	76954984	76957182	ZNF236	ZNF236	DRIVER	False	protein_coding	+	2198
chr18	76958686	76961855	ZNF236	ZNF236	DRIVER	False	protein_coding	+	3169
chr18	76967214	76973901	ZNF236	ZNF236	DRIVER	False	protein_coding	+	6687
chr19	8847843	8850030	MUC16	MUC16	DRIVER	False	protein_coding	-	2187
chr19	8850275	8852719	MUC16	MUC16	DRIVER	False	protein_coding	-	2444
chr19	8854973	8857140	MUC16	MUC16	DRIVER	False	protein_coding	-	2167
chr19	8857203	8859751	MUC16	MUC16	DRIVER	False	protein_coding	-	2548
chr19	8859999	8864426	MUC16	MUC16	DRIVER	False	protein_coding	-	4427
chr19	8864583	8869576	MUC16	MUC16	DRIVER	False	protein_coding	-	4993
chr19	8870480	8872653	MUC16	MUC16	DRIVER	False	protein_coding	-	2173
chr19	8875368	8877658	MUC16	MUC16	DRIVER	False	protein_coding	-	2290
chr19	8881330	8911508	MUC16	MUC16	DRIVER	False	protein_coding	-	30178
chr19	8912457	8918720	MUC16	MUC16	DRIVER	False	protein_coding	-	6263
chr19	8921554	8924061	MUC16	MUC16	DRIVER	False	protein_coding	-	2507
chr19	8926400	8928739	MUC16	MUC16	DRIVER	False	protein_coding	-	2339
chr19	8931448	8933785	MUC16	MUC16	DRIVER	False	protein_coding	-	2337
chr19	8933887	8940567	MUC16	MUC16	DRIVER	False	protein_coding	-	6680
chr19	8942558	8968189	MUC16	MUC16	DRIVER	False	protein_coding	-	25631
chr19	8968774	8982342	MUC16	MUC16	DRIVER	False	protein_coding	-	13568
chr19	8984550	8986649	MUC16	MUC16	DRIVER	False	protein_coding	-	2099
chr19	8992994	8995108	MUC16	MUC16	DRIVER	False	protein_coding	-	2114
chr19	9009268	9011390	MUC16	MUC16	DRIVER	False	protein_coding	-	2122
chr19	9958560	9963887	COL5A3	COL5A3	DRIVER	False	protein_coding	-	5327
chr19	9965313	9975408	COL5A3	COL5A3	DRIVER	False	protein_coding	-	10095
chr19	9975557	9983118	COL5A3	COL5A3	DRIVER	False	protein_coding	-	7561
chr19	9984841	9987758	COL5A3	COL5A3	DRIVER	False	protein_coding	-	2917
chr19	9988123	9990522	COL5A3	COL5A3	DRIVER	False	protein_coding	-	2399
chr19	9990609	9999149	COL5A3	COL5A3	DRIVER	False	protein_coding	-	8540
chr19	10000523	10007231	COL5A3	COL5A3	DRIVER	False	protein_coding	-	6708
chr19	10009297	10011504	COL5A3	COL5A3	DRIVER	False	protein_coding	-	2207
chr19	12937577	12941975	CALR	CALR	MACHINERY	False	protein_coding	+	4398
chr19	12942212	12945489	CALR	CALR	MACHINERY	False	protein_coding	+	3277
chr19	13205441	13216234	CACNA1A	CACNA1A	DRIVER	False	protein_coding	-	10793
chr19	13222774	13232860	CACNA1A	CACNA1A	DRIVER	False	protein_coding	-	10086
chr19	13233807	13237618	CACNA1A	CACNA1A	DRIVER	False	protein_coding	-	3811
chr19	13240520	13242526	CACNA1A	CACNA1A	DRIVER	False	protein_coding	-	2006
chr19	13242670	13246645	CACNA1A	CACNA1A	DRIVER	False	protein_coding	-	3975
chr19	13251516	13264510	CACNA1A	CACNA1A	DRIVER	False	protein_coding	-	12994
chr19	13270340	13278933	CACNA1A	CACNA1A	DRIVER	False	protein_coding	-	8593
chr19	13282266	13287966	CACNA1A	CACNA1A	DRIVER	False	protein_coding	-	5700
chr19	13297543	13301656	CACNA1A	CACNA1A	DRIVER	False	protein_coding	-	4113
chr19	13302536	13304884	CACNA1A	CACNA1A	DRIVER	False	protein_coding	-	2348
chr19	13305563	13309831	CACNA1A	CACNA1A	DRIVER	False	protein_coding	-	4268
chr19	13311651	13313781	CACNA1A	CACNA1A	DRIVER	False	protein_coding	-	2130
chr19	13314237	13318321	CACNA1A	CACNA1A	DRIVER	False	protein_coding	-	4084
chr19	13329243	13331339	CACNA1A	CACNA1A	DRIVER	False	protein_coding	-	2096
chr19	13331868	13336909	CACNA1A	CACNA1A	DRIVER	False	protein_coding	-	5041
chr19	13358605	13360799	CACNA1A	CACNA1A	DRIVER	False	protein_coding	-	2194
chr19	13361050	13367298	CACNA1A	CACNA1A	DRIVER	False	protein_coding	-	6248
chr19	13369790	13373730	CACNA1A	CACNA1A	DRIVER	False	protein_coding	-	3940
chr19	13449341	13454015	CACNA1A	CACNA1A	DRIVER	False	protein_coding	-	4674
chr19	13454106	13456212	CACNA1A	CACNA1A	DRIVER	False	protein_coding	-	2106
chr19	13504931	13507495	CACNA1A	CACNA1A	DRIVER	False	protein_coding	-	2564
chr19	13517796	13521309	CACNA1A	CACNA1A	DRIVER	False	protein_coding	-	3513
chr19	13598752	13601056	CACNA1A	CACNA1A	DRIVER	False	protein_coding	-	2304
chr19	13622877	13625489	CACNA1A	CACNA1A	DRIVER	False	protein_coding	-	2612
chr19	14618116	14620471	EMR3	ADGRE3	PASSENGER	False	protein_coding	-	2355
chr19	14624491	14626599	EMR3	ADGRE3	PASSENGER	False	protein_coding	-	2108
chr19	14629038	14631207	EMR3	ADGRE3	PASSENGER	False	protein_coding	-	2169
chr19	14631920	14634302	EMR3	ADGRE3	PASSENGER	False	protein_coding	-	2382
chr19	14637104	14639340	EMR3	ADGRE3	PASSENGER	False	protein_coding	-	2236
chr19	14640418	14642616	EMR3	ADGRE3	PASSENGER	False	protein_coding	-	2198
chr19	14643107	14645275	EMR3	ADGRE3	PASSENGER	False	protein_coding	-	2168
chr19	14646180	14648365	EMR3	ADGRE3	PASSENGER	False	protein_coding	-	2185
chr19	14650084	14652204	EMR3	ADGRE3	PASSENGER	False	protein_coding	-	2120
chr19	14653981	14656165	EMR3	ADGRE3	PASSENGER	False	protein_coding	-	2184
chr19	14657479	14659550	EMR3	ADGRE3	PASSENGER	False	protein_coding	-	2071
chr19	14660962	14664540	EMR3	ADGRE3	PASSENGER	False	protein_coding	-	3578
chr19	14667619	14669852	EMR3	ADGRE3	PASSENGER	False	protein_coding	-	2233
chr19	14673745	14675998	EMR3	ADGRE3	PASSENGER	False	protein_coding	-	2253
chr19	14688908	14691027	EMR3	ADGRE3	PASSENGER	False	protein_coding	-	2119
chr19	15877022	15880897	CYP4F2	CYP4F2	PASSENGER	False	protein_coding	-	3875
chr19	15884923	15887501	CYP4F2	CYP4F2	PASSENGER	False	protein_coding	-	2578
chr19	15888422	15899077	CYP4F2	CYP4F2	PASSENGER	False	protein_coding	-	10655
chr19	19210957	19213064	NCAN	NCAN	PASSENGER	False	protein_coding	+	2107
chr19	19215946	19220316	NCAN	NCAN	PASSENGER	False	protein_coding	+	4370
chr19	19223020	19229639	NCAN	NCAN	PASSENGER	False	protein_coding	+	6619
chr19	19232788	19236096	NCAN	NCAN	PASSENGER	False	protein_coding	+	3308
chr19	19237252	19241685	NCAN	NCAN	PASSENGER	False	protein_coding	+	4433
chr19	19244312	19246457	NCAN	NCAN	PASSENGER	False	protein_coding	+	2145
chr19	19247699	19253233	NCAN	NCAN	PASSENGER	False	protein_coding	+	5534
chr19	30223890	30226670	ZNF536	ZNF536	PASSENGER	True	protein_coding	+	2780
chr19	30226952	30229673	ZNF536	ZNF536	PASSENGER	True	protein_coding	+	2721
chr19	30283071	30285141	ZNF536	ZNF536	PASSENGER	True	protein_coding	+	2070
chr19	30295154	30297243	ZNF536	ZNF536	PASSENGER	True	protein_coding	+	2089
chr19	30299425	30301669	ZNF536	ZNF536	PASSENGER	True	protein_coding	+	2244
chr19	30351367	30353484	ZNF536	ZNF536	PASSENGER	True	protein_coding	+	2117
chr19	30371383	30373556	ZNF536	ZNF536	PASSENGER	True	protein_coding	+	2173
chr19	30442560	30446732	ZNF536	ZNF536	PASSENGER	True	protein_coding	+	4172
chr19	30533846	30535999	ZNF536	ZNF536	PASSENGER	True	protein_coding	+	2153
chr19	30539776	30543083	ZNF536	ZNF536	PASSENGER	True	protein_coding	+	3307
chr19	30546942	30550514	ZNF536	ZNF536	PASSENGER	True	protein_coding	+	3572
chr19	30556156	30559059	ZNF536	ZNF536	PASSENGER	True	protein_coding	+	2903
chr19	30642536	30644576	ZNF536	ZNF536	PASSENGER	True	protein_coding	+	2040
chr19	30709756	30714586	ZNF536	ZNF536	PASSENGER	True	protein_coding	+	4830
chr19	38432690	38434874	RYR1	RYR1	DRIVER	False	protein_coding	+	2184
chr19	38439744	38449813	RYR1	RYR1	DRIVER	False	protein_coding	+	10069
chr19	38450763	38454014	RYR1	RYR1	DRIVER	False	protein_coding	+	3251
chr19	38454234	38461591	RYR1	RYR1	DRIVER	False	protein_coding	+	7357
chr19	38462422	38470513	RYR1	RYR1	DRIVER	False	protein_coding	+	8091
chr19	38472376	38476450	RYR1	RYR1	DRIVER	False	protein_coding	+	4074
chr19	38476709	38479600	RYR1	RYR1	DRIVER	False	protein_coding	+	2891
chr19	38482026	38484516	RYR1	RYR1	DRIVER	False	protein_coding	+	2490
chr19	38484589	38487202	RYR1	RYR1	DRIVER	False	protein_coding	+	2613
chr19	38488176	38497954	RYR1	RYR1	DRIVER	False	protein_coding	+	9778
chr19	38498107	38508827	RYR1	RYR1	DRIVER	False	protein_coding	+	10720
chr19	38509497	38513483	RYR1	RYR1	DRIVER	False	protein_coding	+	3986
chr19	38514025	38520454	RYR1	RYR1	DRIVER	False	protein_coding	+	6429
chr19	38522027	38530057	RYR1	RYR1	DRIVER	False	protein_coding	+	8030
chr19	38531489	38539673	RYR1	RYR1	DRIVER	False	protein_coding	+	8184
chr19	38542346	38544875	RYR1	RYR1	DRIVER	False	protein_coding	+	2529
chr19	38545444	38549420	RYR1	RYR1	DRIVER	False	protein_coding	+	3976
chr19	38560112	38562454	RYR1	RYR1	DRIVER	False	protein_coding	+	2342
chr19	38563958	38568917	RYR1	RYR1	DRIVER	False	protein_coding	+	4959
chr19	38569606	38574307	RYR1	RYR1	DRIVER	False	protein_coding	+	4701
chr19	38574918	38581504	RYR1	RYR1	DRIVER	False	protein_coding	+	6586
chr19	38583903	38588564	RYR1	RYR1	DRIVER	False	protein_coding	+	4661
chr19	38594003	38596273	RYR1	RYR1	DRIVER	False	protein_coding	+	2270
chr19	39862322	39864892	FCGBP	FCGBP	DRIVER	True	protein_coding	-	2570
chr19	39865736	39868120	FCGBP	FCGBP	DRIVER	True	protein_coding	-	2384
chr19	39869215	39880892	FCGBP	FCGBP	DRIVER	True	protein_coding	-	11677
chr19	39882304	39884446	FCGBP	FCGBP	DRIVER	True	protein_coding	-	2142
chr19	39884672	39888292	FCGBP	FCGBP	DRIVER	True	protein_coding	-	3620
chr19	39888478	39897143	FCGBP	FCGBP	DRIVER	True	protein_coding	-	8665
chr19	39898555	39900697	FCGBP	FCGBP	DRIVER	True	protein_coding	-	2142
chr19	39900924	39903837	FCGBP	FCGBP	DRIVER	True	protein_coding	-	2913
chr19	39904730	39907323	FCGBP	FCGBP	DRIVER	True	protein_coding	-	2593
